@RELATION Infoplasmid

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric
@ATTRIBUTE att17 numeric
@ATTRIBUTE att18 numeric
@ATTRIBUTE att19 numeric
@ATTRIBUTE att20 numeric
@ATTRIBUTE att21 numeric
@ATTRIBUTE att22 numeric
@ATTRIBUTE att23 numeric
@ATTRIBUTE att24 numeric
@ATTRIBUTE att25 numeric
@ATTRIBUTE att26 numeric
@ATTRIBUTE att27 numeric
@ATTRIBUTE att28 numeric
@ATTRIBUTE att29 numeric
@ATTRIBUTE att30 numeric
@ATTRIBUTE att31 numeric
@ATTRIBUTE att32 numeric
@ATTRIBUTE att33 numeric
@ATTRIBUTE att34 numeric
@ATTRIBUTE att35 numeric
@ATTRIBUTE att36 numeric
@ATTRIBUTE att37 numeric
@ATTRIBUTE att38 numeric
@ATTRIBUTE att39 numeric
@ATTRIBUTE att40 numeric
@ATTRIBUTE att41 numeric
@ATTRIBUTE att42 numeric
@ATTRIBUTE att43 numeric
@ATTRIBUTE att44 numeric
@ATTRIBUTE att45 numeric
@ATTRIBUTE att46 numeric
@ATTRIBUTE att47 numeric
@ATTRIBUTE att48 numeric
@ATTRIBUTE att49 numeric
@ATTRIBUTE att50 numeric
@ATTRIBUTE att51 numeric
@ATTRIBUTE att52 numeric
@ATTRIBUTE att53 numeric
@ATTRIBUTE att54 numeric
@ATTRIBUTE att55 numeric
@ATTRIBUTE att56 numeric
@ATTRIBUTE att57 numeric
@ATTRIBUTE att58 numeric
@ATTRIBUTE att59 numeric
@ATTRIBUTE att60 numeric
@ATTRIBUTE att61 numeric
@ATTRIBUTE att62 numeric
@ATTRIBUTE att63 numeric
@ATTRIBUTE att64 numeric
@ATTRIBUTE att65 numeric
@ATTRIBUTE att66 numeric
@ATTRIBUTE att67 numeric
@ATTRIBUTE att68 numeric
@ATTRIBUTE att69 numeric
@ATTRIBUTE att70 numeric
@ATTRIBUTE att71 numeric
@ATTRIBUTE att72 numeric
@ATTRIBUTE att73 numeric
@ATTRIBUTE att74 numeric
@ATTRIBUTE att75 numeric
@ATTRIBUTE att76 numeric
@ATTRIBUTE att77 numeric
@ATTRIBUTE att78 numeric
@ATTRIBUTE att79 numeric
@ATTRIBUTE att80 numeric
@ATTRIBUTE att81 numeric
@ATTRIBUTE att82 numeric
@ATTRIBUTE att83 numeric
@ATTRIBUTE att84 numeric
@ATTRIBUTE att85 numeric
@ATTRIBUTE att86 numeric
@ATTRIBUTE att87 numeric
@ATTRIBUTE att88 numeric
@ATTRIBUTE att89 numeric
@ATTRIBUTE att90 numeric
@ATTRIBUTE att91 numeric
@ATTRIBUTE att92 numeric
@ATTRIBUTE att93 numeric
@ATTRIBUTE att94 numeric
@ATTRIBUTE att95 numeric
@ATTRIBUTE att96 numeric
@ATTRIBUTE att97 numeric
@ATTRIBUTE att98 numeric
@ATTRIBUTE att99 numeric
@ATTRIBUTE att100 numeric
@ATTRIBUTE att101 numeric
@ATTRIBUTE att102 numeric
@ATTRIBUTE att103 numeric
@ATTRIBUTE att104 numeric
@ATTRIBUTE att105 numeric
@ATTRIBUTE att106 numeric
@ATTRIBUTE att107 numeric
@ATTRIBUTE att108 numeric
@ATTRIBUTE att109 numeric
@ATTRIBUTE att110 numeric
@ATTRIBUTE att111 numeric
@ATTRIBUTE att112 numeric
@ATTRIBUTE att113 numeric
@ATTRIBUTE att114 numeric
@ATTRIBUTE att115 numeric
@ATTRIBUTE att116 numeric
@ATTRIBUTE att117 numeric
@ATTRIBUTE att118 numeric
@ATTRIBUTE att119 numeric
@ATTRIBUTE att120 numeric
@ATTRIBUTE att121 numeric
@ATTRIBUTE att122 numeric
@ATTRIBUTE att123 numeric
@ATTRIBUTE att124 numeric
@ATTRIBUTE att125 numeric
@ATTRIBUTE att126 numeric
@ATTRIBUTE att127 numeric
@ATTRIBUTE att128 numeric
@ATTRIBUTE att129 numeric
@ATTRIBUTE att130 numeric
@ATTRIBUTE att131 numeric
@ATTRIBUTE att132 numeric
@ATTRIBUTE class {F,P,Q,V}

@DATA
-0.466400000, -0.610300000, 0.202600000, -0.102000000, -0.089400000, -0.291300000, -0.055100000, -0.090100000, -0.616600000, 0.288500000, 0.023900000, 0.253200000, -0.027800000, 0.109000000, 0.320000000, -0.350600000, 0.000800000, 0.095500000, 0.569400000, -0.138000000, -0.129900000, -0.035100000, 48.367615628, 48.073611410, 48.667023995, 48.188577051, 49.046072194, 50.231435363, 48.658039505, 49.374026184, 47.965774496, 46.528098231, 49.143076673, 48.336074099, 49.497279985, 46.566701401, 48.720763651, 50.020758187, 46.868048585, 46.454611052, 46.220346847, 48.403879485, 49.406998081, 47.275993366, 104.998000000, 105.006000000, 104.795000000, 104.605000000, 104.815000000, 104.748000000, 105.050000000, 104.659000000, 105.000000000, 105.353000000, 105.346000000, 104.713000000, 105.033000000, 105.289000000, 105.369000000, 104.893000000, 104.716000000, 105.553000000, 105.571000000, 104.619000000, 105.262000000, 104.718000000, -13.622000000, -14.432000000, -12.618000000, -11.364000000, -13.356000000, -15.522000000, -16.456000000, -18.101000000, -17.125000000, -17.304000000, -13.777000000, -15.204000000, -13.005000000, -12.393000000, -11.862000000, -12.404000000, -11.775000000, -13.745000000, -13.561000000, -14.226000000, -14.954000000, -12.540000000, 2634.278100000, 1903.770900000, 3517.217700000, 5546.273200000, 3360.545200000, 1253.344900000, 919.527700000, 456.414200000, 652.878300000, 620.170700000, 2208.096500000, 1509.816500000, 3028.210900000, 3935.589200000, 5378.132600000, 3952.364500000, 5427.975300000, 2584.370900000, 2510.887100000, 2226.233100000, 1433.176800000, 3460.826700000, 43.920000000, 50.470000000, 42.900000000, 40.190000000, 45.630000000, 55.670000000, 57.020000000, 63.250000000, 60.520000000, 56.510000000, 49.940000000, 52.570000000, 45.770000000, 43.650000000, 46.740000000, 45.950000000, 42.150000000, 55.020000000, 52.970000000, 48.640000000, 53.160000000, 45.040000000, P
-0.267800000, -0.029600000, 0.009600000, 0.106100000, 0.097200000, 0.363700000, 0.251800000, 0.075200000, 0.007500000, -0.121800000, -0.077000000, -0.196900000, 0.147900000, -0.000500000, -0.517000000, 0.227100000, 0.122000000, -0.001300000, -0.081000000, -0.267900000, 0.071600000, 0.203200000, 47.160032861, 46.464656219, 49.718508917, 48.621790758, 46.733266818, 47.982924174, 50.580465230, 48.989317900, 48.809201265, 50.029896114, 48.938398159, 49.792371162, 49.009940017, 46.845989510, 48.728350268, 45.593005856, 46.245042206, 48.761117779, 48.709909256, 48.005362263, 47.629260225, 47.851997128, 104.994000000, 105.240000000, 104.707000000, 104.919000000, 105.514000000, 105.153000000, 104.491000000, 104.886000000, 105.149000000, 104.942000000, 105.287000000, 104.670000000, 105.011000000, 105.033000000, 104.870000000, 105.678000000, 105.307000000, 104.786000000, 105.140000000, 104.747000000, 105.394000000, 105.404000000, -16.650000000, -17.784000000, -16.577000000, -17.001000000, -16.764000000, -14.912000000, -15.753000000, -13.994000000, -14.541000000, -13.715000000, -15.415000000, -18.505000000, -14.470000000, -15.530000000, -15.281000000, -17.433000000, -17.262000000, -16.689000000, -13.357000000, -9.794000000, -10.442000000, -10.608000000, 788.121700000, 672.957700000, 706.869900000, 742.101300000, 699.648200000, 1519.612800000, 1039.883700000, 2140.588200000, 1712.549400000, 2383.640700000, 1441.080100000, 410.718600000, 1888.785100000, 1382.174600000, 1348.486900000, 610.755300000, 589.649200000, 752.811500000, 2631.586100000, 10753.712500000, 9977.826600000, 8796.864100000, 63.370000000, 62.210000000, 58.400000000, 59.820000000, 54.960000000, 53.370000000, 53.890000000, 55.390000000, 53.400000000, 46.420000000, 54.710000000, 66.710000000, 56.370000000, 55.120000000, 55.380000000, 58.990000000, 61.030000000, 57.750000000, 44.000000000, 34.960000000, 41.220000000, 38.490000000, Q
-0.527100000, -0.003600000, 0.137900000, -0.381300000, -0.136000000, -0.354600000, -0.034300000, -0.897300000, -0.426600000, -0.584200000, -0.300200000, -0.029300000, 0.004400000, 0.270900000, -0.104800000, -0.637800000, -0.110200000, -0.738200000, -0.535300000, -0.251500000, -0.477000000, -0.653600000, 49.231561859, 47.943744657, 48.355449344, 50.220917654, 47.651843012, 48.060995259, 48.890517692, 48.512132222, 46.072965981, 49.829908819, 50.338341174, 47.559518459, 46.702472909, 45.904487320, 45.557490754, 47.148656459, 48.550591853, 49.476763012, 48.634657052, 47.793779271, 51.274474132, 48.315467785, 104.524000000, 105.780000000, 104.970000000, 104.319000000, 105.072000000, 104.981000000, 104.960000000, 105.036000000, 105.858000000, 104.464000000, 104.849000000, 105.550000000, 105.061000000, 105.311000000, 106.395000000, 105.897000000, 105.135000000, 104.373000000, 104.424000000, 105.090000000, 104.540000000, 104.700000000, -16.409000000, -14.484000000, -12.538000000, -12.857000000, -13.387000000, -14.934000000, -12.954000000, -13.679000000, -15.664000000, -16.484000000, -16.217000000, -14.033000000, -13.794000000, -13.955000000, -15.900000000, -15.050000000, -13.423000000, -14.623000000, -13.684000000, -12.648000000, -14.109000000, -15.504000000, 1435.876500000, 1657.691800000, 3656.804600000, 3381.407200000, 3124.574100000, 1583.978200000, 3051.659300000, 2832.199500000, 1118.034200000, 891.580000000, 863.886700000, 2323.285300000, 2429.477700000, 2320.724100000, 1242.948700000, 1413.125900000, 2691.881700000, 1793.632400000, 2371.672200000, 3566.375800000, 2165.190200000, 1439.485800000, 59.110000000, 50.980000000, 42.510000000, 36.060000000, 49.120000000, 49.230000000, 50.000000000, 47.410000000, 52.610000000, 55.770000000, 60.020000000, 53.480000000, 45.980000000, 49.760000000, 56.390000000, 53.560000000, 51.710000000, 48.980000000, 44.960000000, 49.930000000, 49.860000000, 55.330000000, P
0.360000000, -0.175400000, -0.309200000, -0.333400000, -0.395500000, -0.926800000, -0.521900000, -0.018200000, -0.029300000, -0.052300000, -0.183300000, -0.032100000, 0.117000000, -0.314200000, -0.357100000, -0.542000000, -0.096300000, -0.202000000, -0.223100000, 0.108300000, 0.279600000, -0.282800000, 48.022471027, 48.018236759, 45.871109799, 49.301852722, 48.277446708, 48.946182686, 51.181228142, 48.114947161, 48.316051480, 48.164935332, 49.999289218, 51.429474311, 49.881594429, 46.422535988, 46.598566586, 49.582092098, 46.854942579, 47.430193414, 48.283344916, 48.006746662, 48.145327937, 47.760089136, 104.996000000, 104.675000000, 105.566000000, 104.770000000, 105.092000000, 105.053000000, 104.738000000, 105.384000000, 105.357000000, 105.442000000, 104.305000000, 104.730000000, 105.022000000, 105.016000000, 105.153000000, 104.564000000, 105.333000000, 104.790000000, 104.755000000, 105.091000000, 104.965000000, 104.980000000, -15.525000000, -14.124000000, -16.515000000, -17.265000000, -16.926000000, -14.292000000, -15.350000000, -15.195000000, -15.949000000, -17.099000000, -15.731000000, -15.342000000, -13.048000000, -15.394000000, -14.878000000, -15.299000000, -16.056000000, -14.187000000, -16.693000000, -15.382000000, -14.118000000, -13.732000000, 1125.064500000, 1999.061900000, 950.563500000, 606.223300000, 705.021500000, 1814.445500000, 1463.063800000, 1367.838900000, 1023.596400000, 718.512300000, 1033.291400000, 1246.215500000, 3041.294800000, 1783.879100000, 1541.179700000, 1543.542000000, 907.793500000, 1971.422000000, 913.159300000, 1143.531600000, 2082.013400000, 2386.631100000, 55.590000000, 47.800000000, 61.340000000, 61.530000000, 57.360000000, 49.980000000, 54.810000000, 50.370000000, 51.560000000, 61.460000000, 51.040000000, 60.570000000, 53.620000000, 54.790000000, 47.920000000, 55.280000000, 58.760000000, 49.760000000, 60.690000000, 59.350000000, 50.900000000, 46.140000000, Q
-0.332600000, -0.559600000, -0.451500000, -0.358800000, -0.696200000, 0.121400000, -0.755100000, -0.188400000, 0.130500000, -0.148900000, -0.357100000, -0.138200000, -0.043400000, -0.279700000, -0.270700000, -0.453800000, -0.546800000, -0.493500000, -0.219400000, 0.036500000, 0.014500000, 0.059900000, 47.346113777, 48.401688644, 46.213551539, 49.747908650, 48.883181490, 50.493217778, 49.959911779, 48.674256639, 49.397624620, 48.931614874, 50.666093618, 48.371841256, 47.959622986, 50.813265004, 48.560577044, 49.181234269, 48.166986861, 49.112222818, 48.860244125, 48.659435717, 49.779298087, 50.120609381, 105.020000000, 104.712000000, 105.803000000, 105.075000000, 104.455000000, 104.620000000, 104.204000000, 105.019000000, 104.821000000, 104.930000000, 104.462000000, 105.121000000, 105.055000000, 105.107000000, 105.128000000, 105.219000000, 104.901000000, 105.096000000, 104.791000000, 104.596000000, 104.441000000, 105.103000000, -13.820000000, -11.695000000, -13.238000000, -14.927000000, -13.228000000, -14.811000000, -12.842000000, -15.380000000, -15.327000000, -14.871000000, -15.163000000, -11.859000000, -12.488000000, -12.735000000, -12.128000000, -13.337000000, -13.625000000, -12.392000000, -12.232000000, -12.638000000, -13.488000000, -14.011000000, 2751.758800000, 4999.293800000, 3404.029500000, 1514.449400000, 2680.409000000, 1686.145100000, 3416.375200000, 1258.474900000, 1231.466500000, 1503.957700000, 1348.023600000, 4522.413900000, 4618.813100000, 3335.203600000, 4620.379700000, 3000.765700000, 2482.809100000, 3801.264900000, 4354.275600000, 3568.993600000, 2807.409100000, 2556.298900000, 48.930000000, 42.180000000, 51.240000000, 54.090000000, 42.180000000, 48.870000000, 41.790000000, 53.550000000, 51.030000000, 47.900000000, 50.710000000, 42.980000000, 40.370000000, 45.640000000, 46.300000000, 48.650000000, 50.010000000, 41.380000000, 42.590000000, 46.080000000, 45.420000000, 49.740000000, V
-1.035800000, -1.008300000, -1.164400000, -0.190800000, -1.172600000, -0.564200000, -0.456100000, -0.032900000, -0.058600000, 0.050200000, 0.068900000, 0.072400000, -0.075100000, -0.175100000, -0.561000000, -0.479700000, -0.294800000, 0.342500000, -0.599100000, 0.086300000, -0.663900000, -0.336000000, 49.045321123, 48.436199151, 49.477637353, 50.602977501, 50.115000726, 50.228002517, 47.212823124, 48.246878656, 47.101748088, 49.352431454, 50.557718360, 48.012626409, 47.679620533, 47.104763567, 49.027182883, 49.467269923, 48.636035354, 47.220095153, 49.167138594, 47.991520663, 49.958241171, 47.885293130, 104.290000000, 104.296000000, 103.845000000, 104.288000000, 103.814000000, 103.867000000, 105.452000000, 105.578000000, 105.150000000, 104.777000000, 104.304000000, 104.977000000, 105.185000000, 105.699000000, 104.800000000, 104.922000000, 104.720000000, 105.432000000, 104.483000000, 105.038000000, 104.055000000, 104.221000000, -13.032000000, -13.062000000, -11.873000000, -14.470000000, -12.903000000, -11.934000000, -15.458000000, -16.076000000, -16.918000000, -14.732000000, -13.825000000, -10.535000000, -10.646000000, -11.961000000, -11.679000000, -13.199000000, -13.699000000, -12.916000000, -13.280000000, -13.900000000, -11.963000000, -11.750000000, 3017.612000000, 3297.441700000, 4906.659900000, 2103.172400000, 3153.418400000, 4680.298900000, 1765.209800000, 991.827500000, 649.426400000, 1581.549100000, 2466.202200000, 7472.155900000, 9421.923100000, 4520.800800000, 6039.717100000, 2926.521000000, 2469.029800000, 3177.258800000, 3369.334700000, 2240.104600000, 4337.083100000, 5616.298300000, 47.650000000, 42.260000000, 43.570000000, 49.310000000, 43.580000000, 41.270000000, 53.490000000, 54.700000000, 57.850000000, 46.830000000, 40.810000000, 42.140000000, 39.260000000, 43.070000000, 39.500000000, 43.610000000, 49.110000000, 51.340000000, 45.780000000, 47.220000000, 44.380000000, 37.140000000, V
-0.175900000, 0.284900000, 0.314000000, -0.152500000, 0.166600000, 0.146300000, -0.001900000, -0.667200000, -0.173600000, 0.275900000, 0.028800000, 0.075400000, 0.022700000, 0.160200000, 0.090700000, -0.111100000, -0.853700000, -0.188000000, -0.017700000, -0.271200000, 0.025900000, -0.442600000, 49.599710278, 49.341542803, 48.423407953, 47.257163489, 48.798724359, 48.141285015, 49.100244076, 48.115846858, 47.962745994, 46.004017189, 49.249638706, 49.297766447, 48.691085021, 46.290233969, 44.607913082, 46.405186609, 49.142325101, 50.085335224, 48.747871784, 48.294279182, 49.121157187, 50.380837305, 105.113000000, 105.032000000, 105.058000000, 105.541000000, 104.947000000, 105.268000000, 104.890000000, 104.852000000, 105.579000000, 105.522000000, 105.548000000, 104.793000000, 105.412000000, 105.332000000, 105.568000000, 105.811000000, 104.125000000, 104.756000000, 104.897000000, 104.741000000, 104.845000000, 103.996000000, -16.141000000, -15.302000000, -15.516000000, -15.486000000, -15.414000000, -17.049000000, -17.598000000, -14.611000000, -17.537000000, -17.008000000, -14.707000000, -14.956000000, -13.449000000, -12.151000000, -11.873000000, -15.859000000, -11.866000000, -14.162000000, -13.798000000, -13.137000000, -17.211000000, -12.730000000, 862.934500000, 1242.971700000, 1153.903100000, 1249.912400000, 1212.049700000, 749.891100000, 531.108700000, 1578.555300000, 691.958000000, 651.326000000, 1538.145100000, 1500.526600000, 2588.016100000, 4306.960800000, 6020.197900000, 1156.383200000, 4557.395100000, 2252.104300000, 2370.071300000, 3501.991500000, 742.138500000, 3324.855600000, 55.160000000, 51.960000000, 54.250000000, 55.780000000, 49.960000000, 59.200000000, 61.590000000, 49.370000000, 63.730000000, 60.020000000, 54.260000000, 54.990000000, 48.120000000, 42.750000000, 49.430000000, 61.150000000, 41.760000000, 46.380000000, 47.390000000, 45.830000000, 59.240000000, 42.350000000, P
-0.751300000, -1.372400000, -0.447000000, -0.380900000, -1.146500000, -0.529500000, -0.679900000, -0.296400000, 0.319200000, -0.166100000, -0.366500000, -0.420000000, -0.195100000, -0.031600000, -0.235700000, -0.445000000, -0.823200000, -0.304800000, 0.128300000, -0.202900000, 0.040800000, -0.206000000, 48.582410174, 48.955418474, 46.522159546, 49.246337237, 49.136021720, 49.661309975, 48.618454535, 49.317312939, 49.710227022, 49.906465402, 49.581709550, 50.098075362, 49.048458768, 48.597928182, 47.974947394, 49.058382257, 48.689116787, 49.349902267, 47.409230936, 48.166075535, 49.598928605, 50.234556760, 104.645000000, 103.671000000, 104.817000000, 104.345000000, 104.025000000, 104.795000000, 104.726000000, 104.794000000, 104.700000000, 104.603000000, 104.261000000, 104.535000000, 104.950000000, 105.016000000, 105.163000000, 104.758000000, 104.437000000, 104.896000000, 104.826000000, 104.793000000, 104.511000000, 104.640000000, -15.211000000, -11.210000000, -14.681000000, -15.049000000, -12.451000000, -14.539000000, -13.825000000, -15.037000000, -14.121000000, -14.462000000, -13.580000000, -12.343000000, -11.399000000, -12.206000000, -11.943000000, -14.756000000, -12.727000000, -11.386000000, -10.780000000, -12.178000000, -13.434000000, -13.796000000, 1361.836200000, 5995.879200000, 2080.780100000, 1372.001200000, 3786.977800000, 2550.677500000, 2205.049800000, 1469.862600000, 2069.643100000, 1886.161600000, 2414.070400000, 4269.928200000, 6437.465700000, 3940.189600000, 5471.445500000, 1786.107700000, 3221.976300000, 5570.474100000, 8833.744200000, 4135.276000000, 2854.100100000, 2862.772800000, 51.970000000, 40.290000000, 49.320000000, 52.390000000, 37.820000000, 50.340000000, 44.790000000, 52.790000000, 45.200000000, 46.580000000, 44.260000000, 46.160000000, 38.830000000, 45.470000000, 46.280000000, 52.420000000, 45.960000000, 36.970000000, 38.780000000, 47.460000000, 45.630000000, 46.650000000, V
-0.281000000, -0.024300000, -0.052900000, 0.074400000, -0.169500000, -0.556300000, -0.732500000, -0.226900000, -0.230800000, -0.275600000, -0.679500000, -0.395400000, 0.141500000, -0.165700000, -0.481400000, -0.674400000, -0.124300000, 0.379100000, 0.119300000, 0.386500000, 0.009100000, -0.566200000, 45.913399629, 47.715095514, 45.061235074, 46.058223620, 45.908549231, 46.689509697, 46.942281536, 47.222691745, 45.081052808, 48.108867536, 48.655122468, 48.072323121, 47.590195290, 47.301966053, 47.921981138, 47.045882713, 47.969766062, 46.573351429, 47.159619433, 47.269242381, 47.937992132, 49.869379992, 106.101000000, 105.214000000, 106.240000000, 105.639000000, 105.803000000, 105.732000000, 104.997000000, 105.462000000, 106.249000000, 104.770000000, 104.435000000, 105.187000000, 105.307000000, 105.112000000, 104.516000000, 104.841000000, 105.059000000, 105.354000000, 105.647000000, 105.352000000, 105.242000000, 104.507000000, -16.198000000, -18.212000000, -18.158000000, -17.804000000, -16.887000000, -15.253000000, -14.121000000, -17.875000000, -18.197000000, -17.963000000, -13.422000000, -15.335000000, -13.976000000, -15.481000000, -11.443000000, -12.702000000, -13.776000000, -11.380000000, -13.595000000, -14.236000000, -13.695000000, -14.850000000, 1008.754100000, 436.536300000, 444.937600000, 469.950300000, 691.086800000, 1276.231000000, 2124.772900000, 597.992800000, 407.511200000, 453.862900000, 2385.891400000, 1479.119100000, 2050.740500000, 1217.555100000, 5257.880300000, 3724.424700000, 2416.778900000, 5672.297300000, 2977.959900000, 1973.529600000, 2517.310000000, 1547.021600000, 55.910000000, 62.540000000, 62.040000000, 59.390000000, 54.500000000, 52.340000000, 48.670000000, 62.210000000, 63.680000000, 60.400000000, 48.420000000, 52.700000000, 54.840000000, 51.640000000, 40.500000000, 40.630000000, 47.970000000, 46.390000000, 56.560000000, 54.710000000, 47.370000000, 53.380000000, Q
-0.563600000, -0.441000000, -0.731600000, 0.025500000, -0.946800000, -0.494500000, -0.523100000, -0.090500000, -0.057500000, -0.155500000, -0.319600000, -0.650500000, -0.265200000, 0.246900000, 0.122100000, 0.000500000, 0.076900000, 0.394800000, -1.030500000, -0.919200000, -0.593200000, -0.101100000, 48.925346102, 48.888165186, 48.107600044, 50.020765133, 49.585111151, 49.236422995, 48.371558471, 48.579638265, 47.036241516, 48.760605696, 48.051455105, 49.263720263, 47.617113735, 45.126098015, 47.218222140, 47.947776616, 48.114856337, 47.417000094, 48.327017738, 48.709269791, 48.267019117, 48.723433764, 104.479000000, 104.515000000, 104.700000000, 104.541000000, 104.010000000, 104.494000000, 104.928000000, 105.488000000, 105.144000000, 105.286000000, 105.041000000, 104.733000000, 105.145000000, 105.764000000, 105.646000000, 105.251000000, 105.018000000, 104.862000000, 104.290000000, 104.732000000, 105.356000000, 104.772000000, -14.716000000, -13.616000000, -12.640000000, -15.025000000, -12.850000000, -13.350000000, -15.314000000, -15.593000000, -17.028000000, -15.984000000, -14.674000000, -11.821000000, -10.967000000, -12.857000000, -12.482000000, -15.521000000, -13.281000000, -12.143000000, -10.592000000, -12.620000000, -13.431000000, -11.358000000, 1851.427400000, 2473.057400000, 3849.167300000, 1527.419700000, 3271.087000000, 2804.252900000, 1562.951900000, 1191.359600000, 653.110800000, 964.859700000, 1722.302900000, 4636.566800000, 6949.737000000, 3552.645400000, 4004.882100000, 1324.997900000, 2903.945400000, 4284.964300000, 8294.671600000, 4255.612800000, 2682.336900000, 5541.880400000, 50.470000000, 43.380000000, 44.460000000, 50.220000000, 42.650000000, 46.320000000, 52.800000000, 53.920000000, 58.180000000, 53.500000000, 45.910000000, 41.390000000, 38.510000000, 45.520000000, 47.490000000, 52.360000000, 50.170000000, 43.710000000, 37.410000000, 46.950000000, 47.140000000, 40.050000000, V
-0.563600000, -0.441000000, -0.731600000, 0.025500000, -0.946800000, -0.494500000, -0.523100000, -0.090500000, -0.057500000, -0.155500000, -0.319600000, -0.650500000, -0.265200000, 0.246900000, 0.122100000, 0.000500000, 0.076900000, 0.394800000, -1.030500000, -0.919200000, -0.593200000, -0.101100000, 48.925346102, 48.888165186, 48.107600044, 50.020765133, 49.585111151, 49.236422995, 48.371558471, 48.579638265, 47.036241516, 48.760605696, 48.051455105, 49.263720263, 47.617113735, 45.126098015, 47.218222140, 47.947776616, 48.114856337, 47.417000094, 48.327017738, 48.709269791, 48.267019117, 48.723433764, 104.479000000, 104.515000000, 104.700000000, 104.541000000, 104.010000000, 104.494000000, 104.928000000, 105.488000000, 105.144000000, 105.286000000, 105.041000000, 104.733000000, 105.145000000, 105.764000000, 105.646000000, 105.251000000, 105.018000000, 104.862000000, 104.290000000, 104.732000000, 105.356000000, 104.772000000, -14.716000000, -13.616000000, -12.640000000, -15.025000000, -12.850000000, -13.350000000, -15.314000000, -15.593000000, -17.028000000, -15.984000000, -14.674000000, -11.821000000, -10.967000000, -12.857000000, -12.482000000, -15.521000000, -13.281000000, -12.143000000, -10.592000000, -12.620000000, -13.431000000, -11.358000000, 1851.427400000, 2473.057400000, 3849.167300000, 1527.419700000, 3271.087000000, 2804.252900000, 1562.951900000, 1191.359600000, 653.110800000, 964.859700000, 1722.302900000, 4636.566800000, 6949.737000000, 3552.645400000, 4004.882100000, 1324.997900000, 2903.945400000, 4284.964300000, 8294.671600000, 4255.612800000, 2682.336900000, 5541.880400000, 50.470000000, 43.380000000, 44.460000000, 50.220000000, 42.650000000, 46.320000000, 52.800000000, 53.920000000, 58.180000000, 53.500000000, 45.910000000, 41.390000000, 38.510000000, 45.520000000, 47.490000000, 52.360000000, 50.170000000, 43.710000000, 37.410000000, 46.950000000, 47.140000000, 40.050000000, V
-0.433800000, -0.072000000, -0.700700000, 0.182500000, -0.988600000, -0.558500000, -0.212900000, -0.655300000, -0.617100000, 0.200400000, -0.298600000, -0.535300000, 0.188600000, -0.077500000, -0.487700000, -0.367800000, -0.572100000, -1.240300000, 0.027200000, -0.495100000, -0.293300000, -0.143800000, 46.846561777, 50.220511108, 50.466616883, 49.372179555, 49.142029826, 50.588225213, 50.344795535, 49.991698694, 49.912603535, 46.459449646, 49.900698004, 51.486897772, 48.726505438, 47.366507070, 47.547486112, 47.065610963, 46.747390966, 47.539842143, 47.127102063, 47.612077563, 47.545755441, 49.075110475, 105.184000000, 104.507000000, 103.740000000, 104.681000000, 104.047000000, 104.499000000, 104.384000000, 104.625000000, 104.514000000, 104.900000000, 104.597000000, 104.395000000, 105.117000000, 105.125000000, 104.711000000, 104.991000000, 104.579000000, 104.474000000, 105.205000000, 104.502000000, 104.962000000, 104.916000000, -12.566000000, -12.803000000, -11.662000000, -14.591000000, -12.204000000, -13.550000000, -13.267000000, -10.932000000, -10.932000000, -10.764000000, -12.072000000, -12.778000000, -13.184000000, -15.386000000, -9.914000000, -12.424000000, -9.926000000, -10.200000000, -10.939000000, -9.611000000, -10.615000000, -12.979000000, 3605.819400000, 3423.263500000, 5199.659300000, 2195.673500000, 3946.672900000, 3784.216400000, 2926.353700000, 6926.903400000, 6842.684700000, 7959.847100000, 4996.341800000, 3488.358700000, 2864.484800000, 1367.916400000, 8509.665300000, 4961.655600000, 9805.882800000, 12208.531300000, 6965.572800000, 12314.512500000, 9611.498400000, 3387.251700000, 49.060000000, 38.430000000, 39.970000000, 52.720000000, 42.680000000, 48.990000000, 49.920000000, 35.220000000, 36.040000000, 40.130000000, 45.970000000, 42.190000000, 49.740000000, 51.190000000, 35.430000000, 39.770000000, 36.130000000, 36.150000000, 43.670000000, 35.730000000, 40.310000000, 46.800000000, Q
